City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,san juan de miraflores,-12.1629,-76.9635,66.16,85,67,9.55,PE,1690418007
365,pacific grove,36.6177,-121.9166,70.34,84,40,9.22,US,1690418007
366,lubang,13.8584,120.124,83.34,82,100,30.13,PH,1690418007
367,riolandia,-19.9808,-49.6819,76.86,32,94,4.18,BR,1690417923
368,kruisfontein,-34.0033,24.7314,51.89,85,95,9.8,ZA,1690418008
369,hinton,53.4001,-117.5857,54.16,85,100,4.72,CA,1690417753
370,ji'an,27.1172,114.9793,85.15,73,72,8.25,CN,1690418008
371,callao,-12.0667,-77.15,67.71,82,100,11.5,PE,1690418008
372,san buenaventura,27.0833,-101.5333,101.32,30,40,9.22,MX,1690418008
373,morehead city,34.7229,-76.726,84.24,83,20,8.05,US,1690418009
374,andergrove,-21.0833,149.1833,72.64,59,38,18.57,AU,1690418009
375,moyobamba,-6.05,-76.9667,72.39,77,100,1.21,PE,1690418009
376,zagora,30.3484,-5.8365,92.89,7,0,4.03,MA,1690418009
377,rudne,49.8333,23.9,52.66,96,100,14.97,UA,1690418009
378,port moresby,-9.4431,147.1797,82.42,67,22,9.48,PG,1690418010
379,swakopmund,-22.6833,14.5333,50.99,84,0,1.01,NA,1690417826
380,luganville,-15.5333,167.1667,72.72,83,100,13.04,VU,1690418010
381,prince george,53.9166,-122.753,69.26,54,100,8.05,CA,1690418010
382,zhezqazghan,47.7833,67.7667,64.98,63,40,13.42,KZ,1690418010
383,bishunpur urf maharajganj,26.2519,83.1186,87.1,65,100,9.89,IN,1690418011
384,kirovskoye,42.6198,71.5891,72.23,29,2,5.7,KG,1690418011
385,revda,56.801,59.9303,56.35,95,99,4.09,RU,1690417820
386,ar ruseris,11.8659,34.3869,73.2,87,95,8.3,SD,1690418011
387,wachtendonk,51.4092,6.3389,63.1,77,100,8.88,DE,1690418011
388,manokwari,-0.8667,134.0833,82.76,72,69,4.7,ID,1690418011
389,corner brook,48.9667,-57.9484,66.36,98,27,4.7,CA,1690417960
390,yaransk,57.3033,47.8861,62.35,95,24,10.76,RU,1690418012
391,touros,-5.1989,-35.4608,75.51,87,29,12.39,BR,1690418012
392,gualeguay,-33.1416,-59.3097,47.5,72,60,6.53,AR,1690418012
393,mukalla,14.5425,49.1242,83.62,69,38,4.05,YE,1690418012
394,quelimane,-17.8786,36.8883,66.15,94,0,2.3,MZ,1690418013
395,palmer,42.1584,-72.3287,79.41,73,100,1.99,US,1690418013
396,elk city,35.412,-99.4043,98.58,24,0,14.97,US,1690418013
397,mawlamyinegyunn,16.3833,95.2667,80.96,87,93,6.85,MM,1690418013
398,solwezi,-12.1688,26.3894,52.59,60,4,3.22,ZM,1690417893
399,patnongon,10.9132,121.9937,82.29,80,100,15.66,PH,1690418013
400,kargasok,59.0556,80.8572,62.29,89,17,6.58,RU,1690417831
401,acucena,-19.0731,-42.5464,64.92,95,38,2.44,BR,1690418014
402,sarikei,2.1167,111.5167,82.51,69,20,5.21,MY,1690418014
403,ialibu,-6.2821,143.9935,65.12,72,83,4.07,PG,1690418014
404,matoury,4.8483,-52.3317,76.96,94,75,0.0,GF,1690418014
405,mata-utu,-13.2816,-176.1745,79.5,78,100,16.87,WF,1690418014
406,zahir pir,28.8124,70.524,84.7,81,100,6.89,PK,1690418015
407,bani walid,31.7566,13.9942,75.34,78,0,10.18,LY,1690418015
408,sabha,27.0377,14.4283,90.73,9,3,11.25,LY,1690418015
409,isiro,2.7739,27.616,66.61,98,100,2.57,CD,1690418015
410,zag,46.9441,99.165,61.43,45,80,0.31,MN,1690418016
411,tolanaro,-25.0319,46.9987,62.67,88,75,5.75,MG,1690418016
412,wanning,18.8003,110.3967,85.86,69,100,3.85,CN,1690418016
413,kaa-khem,51.6833,94.7333,63.64,65,100,3.09,RU,1690418016
414,yaren,-0.5472,166.916,83.91,75,41,9.46,NR,1690418016
415,mount isa,-20.7333,139.5,71.37,64,40,12.66,AU,1690418017
416,le blanc,46.6667,1.1667,61.2,97,0,6.98,FR,1690418017
417,south hedland,-20.4089,118.5983,66.13,59,32,5.75,AU,1690418017
418,concordia,-31.393,-58.0209,48.78,94,99,5.99,AR,1690417803
419,turpan,42.9333,89.1667,102.27,9,0,1.63,CN,1690418017
420,jimenez,28.3333,-105.4,98.06,15,16,5.77,MX,1690418017
421,yeppoon,-23.1333,150.7333,67.78,67,43,16.15,AU,1690418018
422,geraldton,-28.7667,114.6,48.61,100,40,8.05,AU,1690418018
423,lorengau,-2.0226,147.2712,83.48,78,100,14.12,PG,1690418018
424,pierre,44.3683,-100.351,90.52,37,40,8.05,US,1690418018
425,isangel,-19.55,169.2667,75.31,60,40,10.36,VU,1690418018
426,tezu,27.9167,96.1667,78.89,85,97,1.05,IN,1690418019
427,santo antonio do ica,-3.1022,-67.9397,80.82,71,100,1.05,BR,1690418019
428,harstad,68.799,16.5293,52.16,94,44,4.74,NO,1690417941
429,rio preto da eva,-2.6994,-59.6997,79.2,56,30,2.82,BR,1690418019
430,nyakahanga,-1.6033,31.1414,58.23,43,67,3.44,TZ,1690418019
431,ghadamis,30.1337,9.5007,91.74,24,0,10.98,LY,1690418020
432,belyy yar,53.6039,91.3903,58.89,94,11,0.0,RU,1690418020
433,praia da vitoria,38.7333,-27.0667,71.85,83,20,6.26,PT,1690418020
434,lata,40.1629,-8.3327,63.07,94,76,3.65,PT,1690418020
435,bordj zemoura,36.2746,4.8567,71.11,57,0,2.82,DZ,1690418020
436,mezhdurechensk,53.6942,88.0603,64.08,72,92,2.3,RU,1690418020
437,afif,23.9065,42.9172,82.81,18,26,10.45,SA,1690417969
438,tadine,-21.55,167.8833,70.45,57,54,18.37,NC,1690418021
439,okhotsk,59.3833,143.3,62.15,86,97,3.0,RU,1690417935
440,carnarvon,-24.8667,113.6333,61.57,52,37,12.84,AU,1690418021
441,envira,-7.3,-70.2167,76.35,56,5,1.81,BR,1690418021
442,zhangye,38.9342,100.4517,82.27,26,100,5.06,CN,1690418021
443,minas de marcona,-15.2119,-75.1103,53.92,87,48,12.73,PE,1690418022
444,yashkul',46.1711,45.3435,75.04,49,0,6.11,RU,1690418022
445,usinsk,65.9939,57.5281,59.45,90,76,4.61,RU,1690418022
446,"laikit, laikit ii (dimembe)",1.4792,124.9735,83.25,62,20,12.66,ID,1690418022
447,agat village,13.3886,144.6585,78.96,93,100,5.01,GU,1690418022
448,hun,29.1268,15.9477,88.23,14,0,0.56,LY,1690418022
449,novodvinsk,64.4165,40.8122,57.33,90,100,3.53,RU,1690418023
450,killingly center,41.8387,-71.8692,79.34,80,99,5.99,US,1690418023
451,mhamid,29.82,-5.72,96.01,6,0,7.29,MA,1690418023
452,esztergom,47.7928,18.7415,58.89,85,14,5.77,HU,1690418023
453,rawlins,41.7911,-107.2387,78.69,29,0,21.85,US,1690418023
454,roma,43.2128,-75.4557,80.82,70,0,4.61,US,1690418023
455,sanga-sanga,5.0725,119.7853,82.69,79,100,19.22,PH,1690418024
456,cleveland,41.4995,-81.6954,78.69,85,0,12.66,US,1690417973
457,borzya,50.3833,116.5167,69.57,63,0,7.47,RU,1690417935
458,pucon,-39.2822,-71.9543,40.78,92,96,3.96,CL,1690418024
459,ancud,-41.8697,-73.8203,46.36,90,100,4.99,CL,1690418024
460,kapa'a,22.0752,-159.319,86.32,72,20,13.8,US,1690418024
461,kailua-kona,19.6406,-155.9956,85.96,80,75,13.8,US,1690418025
462,paphos,34.7667,32.4167,78.58,36,0,8.05,CY,1690418025
463,ugoofaaru,5.6667,73.0,82.2,73,100,2.66,MV,1690418025
464,neiafu,-18.65,-173.9833,75.88,69,75,5.75,TO,1690418025
465,bodo,67.28,14.405,58.77,90,0,3.44,NO,1690417796
466,puerto baquerizo moreno,-0.9,-89.6,75.33,80,100,11.92,EC,1690418025
467,betio village,1.358,172.9211,87.84,75,14,6.67,KI,1690418025
468,yarmouth,41.7057,-70.2286,76.96,82,0,9.22,US,1690418026
469,keflavik,64.0049,-22.5624,51.71,87,75,4.61,IS,1690418026
470,tromso,69.6496,18.957,53.38,87,75,11.5,NO,1690418026
471,smithers,54.7804,-127.1743,66.52,48,75,12.66,CA,1690418008
472,boden,65.8252,21.6886,60.8,94,94,3.51,SE,1690418026
473,rosario do sul,-30.2583,-54.9142,50.0,93,9,4.88,BR,1690418026
474,ta`u,-14.2336,-169.5144,78.28,72,86,10.89,AS,1690418027
475,mezhdurechenskiy,59.6,65.9333,60.12,85,54,4.85,RU,1690418027
476,colchani,-20.3,-66.9333,40.21,23,0,6.33,BO,1690418027
477,fauske,67.2588,15.3918,59.77,85,85,0.98,NO,1690418027
478,aripuana,-9.1667,-60.6333,75.67,53,9,1.48,BR,1690418027
479,novomichurinsk,54.0384,39.7479,64.71,90,6,6.04,RU,1690418028
480,kilindoni,-7.9139,39.6668,77.41,75,86,17.72,TZ,1690418028
481,perryton,36.4,-100.8027,89.53,25,0,13.8,US,1690417761
482,ulladulla,-35.35,150.4667,63.68,34,0,6.06,AU,1690417947
483,turabah,21.2141,41.6331,80.78,18,6,7.7,SA,1690418028
484,angaur state,6.906,134.13,79.59,84,100,19.51,PW,1690418028
485,sayhat,26.4852,50.0405,89.8,41,44,2.53,SA,1690418029
486,lamu,-2.2717,40.902,73.62,83,100,13.27,KE,1690418029
487,egersund,58.4513,5.9997,58.08,91,100,8.21,NO,1690418029
488,nieuw amsterdam,5.8833,-55.0833,79.02,87,100,6.87,SR,1690418029
489,wucheng,29.6008,118.175,84.96,66,5,5.32,CN,1690418030
490,arica,-18.475,-70.3042,65.75,72,100,8.05,CL,1690418030
491,safonovo,55.15,33.2167,56.93,93,98,1.52,RU,1690418030
492,kharan,28.5833,65.4167,80.33,73,98,0.92,PK,1690418030
493,pangoa,-12.1167,-73.0,75.72,64,100,2.73,PE,1690418031
494,eyl,7.9803,49.8164,76.69,68,83,23.42,SO,1690418031
495,kangding,30.0513,101.9603,65.53,85,74,1.79,CN,1690418031
496,castillos,-34.1667,-53.8333,49.64,80,0,13.78,UY,1690418031
497,irymple,-34.25,142.1667,60.1,64,0,1.99,AU,1690418032
498,ciudad lazaro cardenas,17.9583,-102.2,84.97,70,23,6.2,MX,1690418032
499,owase,34.0667,136.2,88.16,65,100,4.56,JP,1690418032
500,koryazhma,61.3143,47.1691,59.27,97,100,6.51,RU,1690418032
501,okola,4.0167,11.3833,69.84,98,100,3.8,CM,1690418032
502,arauca,7.0847,-70.7591,84.2,83,40,2.3,CO,1690418033
503,pankrushikha,53.8319,80.3406,69.26,51,100,5.32,RU,1690418033
504,havre,49.5833,0.3333,65.97,88,100,13.8,FR,1690418033
505,hasaki,35.7333,140.8333,91.29,74,14,10.45,JP,1690417906
506,jianjiang,26.5497,119.755,81.99,89,88,22.97,CN,1690418034
507,melfi,40.9965,15.6514,64.49,80,4,4.43,IT,1690418034
508,bambari,5.768,20.6757,70.21,97,100,2.13,CF,1690418034
509,wenatchee,47.4235,-120.3103,87.62,25,0,5.75,US,1690418034
510,conduaga,8.862,117.4893,83.57,76,76,13.09,PH,1690418034
511,piti village,13.4626,144.6933,78.89,92,100,15.21,GU,1690418034
512,la sierpe,2.8518,-77.6155,77.67,92,90,2.28,CO,1690418035
513,uruguaiana,-29.7547,-57.0883,51.73,93,40,8.05,BR,1690417923
514,mikun',62.3547,50.0771,55.94,81,100,5.14,RU,1690418035
515,esbjerg,55.4667,8.45,56.91,85,20,9.22,DK,1690418035
516,naxos,37.1056,25.3764,84.16,76,5,5.01,GR,1690418035
517,muromtsevo,56.3724,75.2418,64.38,80,4,2.46,RU,1690418035
518,midvagur,62.0511,-7.1939,49.03,76,100,3.44,FO,1690417809
519,mglin,53.0591,32.8475,60.28,95,100,3.78,RU,1690418036
520,san cristobal,7.7669,-72.225,77.18,99,100,3.33,VE,1690418036
521,phan rang-thap cham,11.5667,108.9833,84.9,68,100,6.71,VN,1690418036
522,sipalay,9.75,122.5,81.86,84,100,14.74,PH,1690418036
523,labytnangi,66.6572,66.4183,61.9,88,98,10.94,RU,1690418036
524,borba,-4.3878,-59.5939,78.89,54,6,3.0,BR,1690418036
525,rio pardo de minas,-15.6097,-42.5397,63.75,92,23,6.44,BR,1690418037
526,al khums,32.6486,14.2619,79.95,73,0,14.47,LY,1690418037
527,funafuti,-8.5243,179.1942,87.8,84,100,10.36,TV,1690418037
528,hithadhoo,-0.6,73.0833,82.69,78,6,16.26,MV,1690418037
529,zhangjiajie,29.1294,110.4783,81.23,86,99,3.15,CN,1690418037
530,lai,9.3952,16.2989,72.48,82,99,3.78,TD,1690418037
531,xinxiang,35.3089,113.8672,88.72,53,35,4.88,CN,1690418038
532,ivanec,46.2231,16.12,52.29,94,7,2.21,HR,1690418038
533,arkhangel'sk,64.5401,40.5433,57.85,87,100,3.58,RU,1690418038
534,kapit,2.0167,112.9333,82.63,72,72,1.25,MY,1690417873
535,baiao,-2.7906,-49.6717,78.67,66,60,0.58,BR,1690418038
536,tomatlan,19.9333,-105.25,85.1,68,86,3.58,MX,1690418039
537,fort bragg,35.139,-79.006,90.18,74,75,10.36,US,1690418039
538,medina,24.4686,39.6142,95.43,10,0,4.61,SA,1690418039
539,holma,9.9008,13.0567,74.61,68,100,1.45,NG,1690418039
540,whitburn,54.9533,-1.3686,59.14,93,100,9.95,GB,1690418039
541,nadi,-17.8,177.4167,69.8,94,100,5.75,FJ,1690418040
542,aldinga beach,-35.2793,138.4604,63.75,56,85,13.53,AU,1690418040
543,springbok,-29.6643,17.8865,40.69,89,0,4.18,ZA,1690418040
544,sao jose da coroa grande,-8.8978,-35.1478,74.07,85,39,5.97,BR,1690418040
545,sur,22.5667,59.5289,81.88,76,65,13.67,OM,1690418040
546,mokhsogollokh,61.4681,128.9203,69.33,48,100,2.71,RU,1690417935
547,lib,8.3122,167.3766,83.05,76,70,8.72,MH,1690418040
548,nelson bay,-32.7167,152.15,63.0,80,0,5.01,AU,1690418041
549,natal,-5.795,-35.2094,77.65,94,75,9.22,BR,1690418016
550,mahina,-17.5065,-149.489,76.77,88,75,9.22,PF,1690417951
551,joinville,-26.3044,-48.8456,66.11,100,75,3.44,BR,1690418041
552,urengoy,65.9667,78.3667,71.47,63,98,4.63,RU,1690418041
553,mantua,45.1667,10.7833,68.95,76,7,10.0,IT,1690418041
554,cannonvale,-20.2833,148.7,69.19,64,100,19.93,AU,1690418042
555,katsuura,35.1333,140.3,83.52,72,12,7.67,JP,1690418042
556,huarmey,-10.0681,-78.1522,68.61,81,86,10.74,PE,1690418042
557,berwick-upon-tweed,55.7833,-2.0,56.43,92,100,11.79,GB,1690418042
558,dryden,49.7833,-92.7503,80.89,65,75,5.75,CA,1690418043
559,beloyarskiy,63.7119,66.6722,58.03,97,100,4.99,RU,1690418044
560,alpine,32.835,-116.7664,100.96,34,0,4.0,US,1690418045
561,mbouda,5.6258,10.2552,62.42,96,100,2.75,CM,1690418045
562,brisas de zicatela,15.8369,-97.0419,86.52,58,100,6.91,MX,1690418045
563,champerico,14.3,-91.9167,90.14,72,6,7.47,GT,1690418048
564,savanna-la-mar,18.219,-78.1332,85.95,84,27,3.11,JM,1690418049
565,san ignacio de velasco,-16.3667,-60.95,74.64,53,60,5.66,BO,1690418049
566,shatsk,54.0258,41.7119,65.1,93,6,7.61,RU,1690418051
567,kulhudhuffushi,6.6221,73.07,81.66,75,100,4.92,MV,1690418051
568,cienfuegos,22.1461,-80.4356,75.34,100,77,5.75,CU,1690418051
569,harbatpur,30.45,77.7333,78.89,83,96,1.57,IN,1690418051
570,lazaro cardenas,17.9583,-102.2,84.97,70,23,6.2,MX,1690418032
571,bornu yassu,12.2774,12.5552,84.04,50,94,10.85,NG,1690418052
572,buta,2.7858,24.73,68.99,98,100,3.62,CD,1690418052
573,issia,6.4922,-6.5856,71.58,100,98,2.59,CI,1690418052
574,la rinconada,37.4873,-5.9826,71.98,75,0,5.75,ES,1690418053
